loss,fidelity
0.0009900829,0.9932578
0.0016113048,0.9899809
0.0001899953,0.99825186
0.00021990067,0.9983513
0.0011922556,0.99221563
0.00016287566,0.9988698
8.813911e-5,0.9992993
0.0002832377,0.9986649
6.3281164e-5,0.999476
8.6600405e-5,0.999269
4.7939575e-5,0.99940497
0.0002390833,0.999084
0.0001028231,0.99891454
7.0808994e-5,0.9993719
0.00022094912,0.9990362
8.159372e-5,0.99940753
0.00013707226,0.9991421
6.675748e-5,0.9993276
0.00016672006,0.9992792
3.4596032e-5,0.999719
0.000109682296,0.9992389
4.2605996e-5,0.9996365
6.932994e-5,0.99917406
6.8597474e-5,0.9992822
3.3128137e-5,0.9996666
4.6490983e-5,0.9996941
6.337405e-5,0.99959713
2.9478755e-5,0.9998009
5.427703e-5,0.9995959
7.275923e-5,0.99961644
2.8446882e-5,0.99972564
2.8784465e-5,0.99966645
3.1722655e-5,0.9997466
0.00022840379,0.9988081
0.00011756009,0.99955213
9.4148054e-5,0.99954635
5.5656023e-5,0.99960697
3.85466e-5,0.99972314
7.946069e-5,0.99955976
0.00016637101,0.99891573
2.1156724e-5,0.9998345
0.00010563663,0.99948263
0.00017810983,0.9990472
0.0006051545,0.99775165
4.028806e-5,0.9997114
3.1643885e-5,0.9998014
5.1793293e-5,0.9997253
2.7394946e-5,0.99974805
2.5652877e-5,0.99978787
1.3221557e-5,0.9998347
5.9641625e-5,0.9996327
2.5099274e-5,0.99979466
1.352702e-5,0.9998781
2.1977536e-5,0.9998196
1.2316937e-5,0.99983954
0.0001797494,0.99881065
0.00027908705,0.9981624
6.105461e-5,0.9996431
2.5615913e-5,0.99980325
4.4518576e-5,0.9998181
0.00010035791,0.99966305
4.9935777e-5,0.99964046
2.2349372e-5,0.99970865
1.46481525e-5,0.9998603
2.9636643e-5,0.99974495
1.1787435e-5,0.9998772
3.2879576e-5,0.9998508
0.00020509027,0.9986322
0.00032462325,0.9987472
1.11826575e-5,0.99984896
4.883294e-5,0.9996626
