loss,fidelity
0.02698019,0.9424569
0.029954934,0.9428096
0.03205187,0.94448173
0.024426648,0.9484424
0.022318244,0.9563569
0.022742422,0.95300853
0.023174528,0.94961655
0.025533156,0.9515202
0.02213552,0.9586386
0.02243304,0.954116
0.023485096,0.9540967
0.021636354,0.9573
0.022410467,0.95536774
0.021608988,0.9575127
0.026382342,0.95083016
0.023564264,0.9548806
0.021936422,0.9582674
0.028193183,0.9531966
0.03282454,0.9446447
0.021953456,0.9582951
0.021975614,0.9570808
0.023907658,0.9552307
0.02396748,0.9486491
0.021716096,0.9582281
0.021934882,0.95827144
0.022950405,0.9570187
0.022756293,0.953504
0.022351554,0.95665324
0.022856902,0.9527453
0.02176567,0.9568254
0.02317002,0.95299035
0.022473058,0.9576886
0.025746137,0.95132893
0.027371243,0.9544918
0.022937847,0.95721257
0.022660716,0.95897794
0.021768896,0.95858914
0.022739856,0.95761645
0.021258041,0.9590276
0.024558416,0.9580441
0.022087852,0.9582593
0.021332197,0.9593378
0.02240259,0.9592942
0.022014434,0.95908695
0.023942009,0.956983
0.02189841,0.9546442
0.025924811,0.9542315
0.026423167,0.9536734
0.022028696,0.9556306
0.021672688,0.9578467
