loss,fidelity
0.14850973,0.89153785
0.10591182,0.9468046
0.10343546,0.95488733
0.10583934,0.95624804
0.100708306,0.9610229
0.10582746,0.9597888
0.09781058,0.96292746
0.09722777,0.9654761
0.09570279,0.9660867
0.10066226,0.9641412
0.10018289,0.9655882
0.0956115,0.9671453
0.094925515,0.9665756
0.101209894,0.9573122
0.101643115,0.95824873
0.10421744,0.9631419
0.0991927,0.96529317
0.09679633,0.96704525
0.10277807,0.9644437
0.11080042,0.95197356
0.095780075,0.9682666
0.09867978,0.96756625
0.0977787,0.9668759
0.09532566,0.96817935
0.09429117,0.96926075
0.10070338,0.9647929
0.10093419,0.9628974
0.09546735,0.9676976
0.09820609,0.9648085
0.10158368,0.96517694
0.09697901,0.96652144
0.093289025,0.96831644
0.09601046,0.9628791
0.0956267,0.9669561
0.09716798,0.9638976
0.111714095,0.95456886
0.09666464,0.96549946
0.0944338,0.96533996
0.0967447,0.96696323
0.09309361,0.96843106
0.09487132,0.96836495
0.09849767,0.96614337
0.097688556,0.9631102
0.097310305,0.9648612
0.09961444,0.9674988
0.09796713,0.9638216
0.09705785,0.9673958
0.100219704,0.96114534
0.097227514,0.96751684
0.09793104,0.9617285
0.09987902,0.9614683
0.110662065,0.9608676
0.09278506,0.96787727
0.09786451,0.9639512
0.096247636,0.9653047
0.095988974,0.9621533
0.0951199,0.9661837
0.0965919,0.9660219
0.106852755,0.9633244
0.09488274,0.967389
0.09581425,0.9657315
0.09675288,0.96353245
0.09695558,0.96161854
0.09680159,0.96795505
0.098051146,0.96706533
0.09426456,0.9687756
0.09343992,0.9674113
0.09908544,0.9658705
0.09357742,0.9686969
0.10175755,0.96390784
0.09897608,0.95825654
0.095345326,0.96426654
0.09733822,0.9669058
0.108070396,0.95446694
0.09511298,0.9628957
0.10913591,0.9560686
0.09400856,0.9680066
0.09260334,0.96948224
0.092954576,0.9698834
0.09300947,0.96823585
0.09263156,0.9683396
0.09488075,0.96628565
0.09342249,0.96552217
0.097076766,0.96650827
0.099630296,0.961899
0.10505501,0.9624675
0.100474276,0.9668456
0.095518276,0.96434283
0.106427185,0.95647675
0.10531815,0.96423095
0.10127487,0.96450543
0.09878767,0.95882374
0.09306711,0.96977806
0.11609639,0.9577109
0.094862856,0.96823806
0.09630504,0.96736157
0.09166538,0.9688999
0.096257016,0.96070755
0.09545859,0.967592
0.09560232,0.9648039
0.09317248,0.96789914
0.11072076,0.95746624
0.09433439,0.9684924
0.097470105,0.96489614
0.1000446,0.96432346
0.091720805,0.96948457
0.0953965,0.9618201
0.09710135,0.96398234
0.09094072,0.96939385
0.102064304,0.95843357
0.105711006,0.9609889
0.097780354,0.9658571
0.10332176,0.9649763
0.103600256,0.96359015
0.099504225,0.9581871
0.0982332,0.965376
0.09953037,0.9627956
0.09645907,0.9675422
0.0926642,0.9684139
0.100213245,0.96606684
0.09323612,0.96503776
0.10194643,0.9534153
0.097640716,0.96563613
0.09534365,0.96769714
0.09371966,0.96739495
0.09815025,0.96135926
0.094884716,0.9664636
0.09532134,0.9681151
0.09370524,0.9682079
0.10549205,0.96327746
0.09961637,0.96717507
0.09225097,0.9688258
0.09375794,0.9657537
0.09203305,0.9696308
0.09444911,0.9692202
0.09564375,0.96655416
0.101551354,0.96342105
0.09084651,0.96888435
0.09289494,0.968739
0.099409245,0.9631643
0.09377241,0.9685988
0.09332836,0.9684296
0.09809535,0.960299
0.10372918,0.9625072
0.09556643,0.96778923
0.09604205,0.96609735
0.091748275,0.969967
0.09416942,0.96861076
0.097741805,0.9665878
0.09881847,0.9661259
0.09283045,0.9679572
0.10058507,0.96528757
0.096172914,0.9677324
0.096347086,0.9673787
0.09140581,0.9693209
0.09623768,0.9645156
0.1046901,0.96415836
0.09476313,0.9677037
0.09244284,0.9675386
0.09941715,0.96277857
0.09690816,0.9655294
0.09274539,0.967497
0.09345151,0.9657218
0.09894635,0.9655951
0.091978505,0.9683529
0.09444308,0.9646399
0.094766214,0.96644115
0.100434236,0.9611076
0.11183874,0.95993197
0.09305692,0.9682062
0.09442495,0.96848106
0.09912061,0.96082777
0.09314458,0.9661325
0.09392673,0.96484625
0.09399214,0.9688082
0.098023586,0.96298885
0.0935169,0.96892446
0.090920076,0.96920884
0.09271247,0.96946675
0.09452458,0.96820265
0.09394614,0.9649063
0.09106259,0.9701771
0.097890005,0.9597083
0.09585456,0.9653021
0.11527272,0.960122
0.09401012,0.9659699
0.09107998,0.96972317
0.1089796,0.9577404
0.09656834,0.9645719
0.09589946,0.9679164
0.091775164,0.9700252
0.0916952,0.9677178
0.09629533,0.96187603
0.099647395,0.96483356
0.09674711,0.96309954
0.094021544,0.9688589
0.093496375,0.96661174
0.09617895,0.9679452
0.0907483,0.96891266
0.09775865,0.96161205
0.093202,0.9651481
0.101615496,0.96338004
0.09130799,0.96844965
0.09925035,0.96356416
0.09292975,0.9689285
0.097338766,0.96595144
0.09317566,0.96714854
0.102680035,0.95652103
0.095559075,0.96467125
0.09863771,0.9644738
0.09526066,0.96613085
0.09173131,0.9703408
0.0946175,0.967835
0.09180038,0.96965414
0.10276432,0.9630433
0.09518354,0.96835524
0.09203785,0.9696082
0.10301581,0.961284
0.094791725,0.96416914
0.10102973,0.965333
0.10239698,0.9608783
0.09164829,0.96949285
0.11486644,0.9571534
0.09626422,0.96779704
0.09371089,0.96388906
0.09767071,0.96083605
0.093579635,0.96734464
0.097236715,0.9671369
0.09528765,0.96713907
0.09611158,0.96825296
0.093554184,0.9688924
0.09219281,0.96843743
0.094564945,0.9659682
0.09884207,0.95816094
0.09322897,0.9643704
0.093800895,0.9688711
0.09346077,0.96647197
0.09735995,0.9676541
0.09507377,0.96896464
0.0933252,0.96900296
0.09306212,0.9663694
0.09416732,0.96393394
0.093031466,0.9690583
0.09355474,0.96772516
0.09634497,0.96826094
0.09056166,0.9701182
0.10468412,0.96106946
0.09573497,0.9677059
0.09452814,0.9679137
0.0971788,0.96597666
0.09339184,0.96613127
0.09552812,0.96581197
0.09323387,0.96605486
0.09096845,0.96970636
0.093134776,0.9686058
0.09233233,0.96768546
0.092796676,0.96519595
0.09077363,0.96993977
0.099783525,0.95907885
0.096450314,0.96623087
0.09348127,0.9684258
0.094568625,0.96666443
0.092261426,0.96830606
0.10101228,0.96414155
0.09355956,0.9688795
0.093533725,0.96820664
0.0956044,0.9612032
0.10394186,0.96284974
0.09181349,0.9695685
0.0972372,0.9652804
0.10718319,0.9631272
0.1063959,0.94791085
0.09354368,0.96902895
0.10031189,0.9572183
0.097414255,0.9621896
0.09265085,0.9693401
0.09260275,0.9686615
0.09348796,0.96881324
0.09535205,0.9626997
0.099147126,0.9658222
0.093871295,0.96289814
0.09693054,0.9662225
0.09637092,0.9655205
0.093051694,0.96820986
0.09749571,0.9594497
0.10396361,0.964991
0.100457005,0.96296066
0.095271096,0.9642217
0.09399217,0.96750826
0.0924769,0.9692896
0.09327498,0.96930885
0.09319488,0.96766335
0.10369662,0.9642372
0.09586037,0.96781087
0.097726725,0.9664588
0.094883025,0.9680005
0.09816916,0.9586395
0.093520455,0.9686233
0.09851675,0.9658415
0.09426243,0.968555
