loss
0.9510545
0.96068704
0.96377176
0.95964265
0.96790856
0.9664683
0.96810377
0.96958816
0.96837765
0.9710294
0.9695331
0.97104514
0.97158474
0.9730793
0.9731727
0.97079957
0.97329485
0.9713616
0.9742318
0.973709
0.96895266
0.9737539
0.97490746
0.97530687
0.9753867
0.9751381
0.9755686
0.97636324
0.97664255
0.9746687
0.97652966
0.97712326
0.9774045
0.97661626
0.9772851
0.9777493
0.9782621
0.9774348
0.97810817
0.9785659
0.9781954
0.97859687
0.97860223
0.97832847
0.9791975
0.97841775
0.9782671
0.9790186
0.9759242
0.9780588
0.9787125
0.9795292
0.9791388
0.9790381
0.9798125
0.9799899
0.9805437
0.97983575
0.98037684
0.9797789
0.9797328
0.9806616
0.98001957
0.9812118
0.9810808
0.980691
0.9811321
0.98124915
0.9815717
