loss
0.87667966
0.9093694
0.92849576
0.93645304
0.9415045
0.9425407
0.94171095
0.93885523
0.94695425
0.94881546
0.95074373
0.95191884
0.95070636
0.951228
0.95426756
0.9529595
0.9554975
0.95677346
0.95822746
0.9577294
0.95713365
0.95882684
0.9580631
0.9590003
0.9599078
0.96121895
0.960176
0.95992273
0.9621854
0.9614208
0.9623468
0.9636022
0.9637268
0.96339846
0.9617492
0.96340066
0.9646372
0.9644637
0.9639374
0.9646397
0.9650403
0.96513605
0.9649516
0.964136
0.9643421
0.965121
0.96581435
0.9657187
0.9660279
0.9660299
0.9656129
0.9657481
0.96605265
0.9668357
0.9666761
0.96728593
0.96183467
0.9661366
0.9675411
0.96795744
0.9678056
0.9656699
0.9665975
0.9676515
0.96703154
0.9663172
0.9670446
0.9666831
0.9678542
0.96834797
0.9677454
0.9666775
0.967959
0.96761644
0.9689857
0.9690252
0.9680681
0.9689079
0.96879405
0.9681146
0.9678976
0.96779597
0.96875936
0.96897995
0.9688163
0.96780753
0.9691316
0.96819955
0.96882683
0.9689111
0.96856225
0.96910393
0.96859556
0.969306
0.9691683
0.9692189
0.969259
0.96949834
0.96949625
0.9693391
0.96977705
0.9700124
0.97003007
0.96968126
0.96920526
0.96885103
0.9700891
0.9703569
0.96886307
0.96791685
0.9698368
0.969419
0.9703682
0.9698887
0.96962214
