loss,fidelity
0.024844652,0.9452235
0.02234015,0.9574679
0.02279273,0.95944476
0.020482643,0.9604999
0.02057982,0.9653635
0.019660791,0.96520007
0.01953072,0.9646594
0.01910235,0.9626437
0.019853212,0.9631779
0.019461436,0.9684522
0.01851372,0.9674838
0.01848597,0.96704626
0.017090695,0.96752226
0.019622922,0.9574994
0.01642677,0.9716019
0.015563518,0.9721833
0.014876782,0.97128624
0.014638941,0.97271556
0.014365921,0.97310394
0.013460778,0.9729964
0.013999882,0.97335994
0.012848149,0.97390056
0.01276764,0.97350985
0.01140083,0.9766388
0.01179058,0.9756444
0.011415052,0.9767079
0.011269865,0.9760651
0.01060226,0.9765138
0.010298386,0.9771508
0.010092446,0.9775046
0.009715896,0.97887254
0.009320111,0.97970045
0.010013125,0.9767945
0.009302074,0.9783283
0.008940725,0.9801282
0.008700184,0.9804042
0.008891091,0.9789988
0.008582523,0.9796024
0.009035825,0.97752196
0.008102296,0.9811815
0.007830646,0.981852
0.008611211,0.97995645
0.0074369996,0.9817897
0.007954768,0.98095715
0.0074994005,0.981901
0.0073679774,0.98203486
0.0068755522,0.9835651
0.0069097066,0.98320746
0.0070026224,0.98352295
0.0072181877,0.9827001
