loss,fidelity
0.13556406,0.8928842
0.09348524,0.9474024
0.09189824,0.95245385
0.07764942,0.96757793
0.07886237,0.9697807
0.08483592,0.9692685
0.079440325,0.96928275
0.07354639,0.97595984
0.08404787,0.964225
0.089391775,0.96906453
0.08315646,0.9678803
0.07918552,0.97353315
0.07178727,0.97746986
0.087132454,0.9709049
0.0778851,0.9742492
0.08777577,0.9710112
0.0823197,0.96521646
0.07128373,0.9783295
0.0717758,0.9776518
0.074538015,0.97555494
0.080992736,0.9740934
0.07167404,0.9776515
0.08531971,0.9722845
0.073025,0.97770506
0.07332456,0.97662914
0.07686587,0.97727066
0.07137486,0.97779024
0.079457715,0.9730272
0.07677536,0.9758686
0.072396986,0.97577536
0.075891204,0.9748639
0.07980868,0.97422355
0.09153818,0.9611218
0.07141858,0.9794299
0.07772584,0.9765014
0.08691506,0.96103245
0.07471606,0.9786225
0.07496356,0.9771569
0.071283795,0.9790841
0.07185909,0.9786748
0.07763114,0.97704405
0.0715728,0.9787694
0.07707151,0.9766956
0.0718751,0.9793462
0.079188086,0.97352356
0.077766076,0.9774555
0.0809533,0.9727024
0.074251816,0.9785772
0.07149947,0.9795854
0.07123513,0.97699744
0.071555555,0.9767081
0.082634255,0.975158
0.071063906,0.9799492
0.07494449,0.9760376
0.07451546,0.9736014
0.07861071,0.9737278
0.07361765,0.9749458
0.08441381,0.9761603
0.08143657,0.97692263
0.07425182,0.975736
0.0715356,0.97763014
0.07505016,0.9783976
0.07588254,0.9744763
0.07055424,0.97908133
0.07226604,0.97936684
0.076571405,0.97548145
0.08669625,0.9749784
0.07599631,0.972702
0.07208814,0.979527
0.08098145,0.9758913
0.07112654,0.9782116
0.06937447,0.97996956
0.07254745,0.97920394
0.07328058,0.97959226
0.07903421,0.97707134
0.06911222,0.9799368
0.07285121,0.97590405
0.06999017,0.9803671
0.075284824,0.9765466
0.070338584,0.97851074
0.08426413,0.96664834
0.07241715,0.9785199
0.072675675,0.9782845
0.0896845,0.9686203
0.06955127,0.9793859
0.08398293,0.970736
0.077705495,0.97509587
0.078286484,0.97463226
0.072684176,0.97947204
0.07272648,0.9776976
0.07426068,0.9792534
0.070617765,0.97974014
0.08243069,0.97350365
0.07009961,0.97992617
0.07370007,0.9767914
0.07620972,0.9765037
0.07880878,0.97554034
0.07149072,0.97863144
0.09454756,0.96316785
0.07838922,0.97284317
0.07284203,0.9787201
0.078078106,0.9734604
0.072357394,0.97603446
0.07924149,0.967436
0.0681372,0.98060864
0.07489815,0.9735575
0.070533946,0.9801932
0.07471674,0.9769539
0.07511369,0.97793365
0.08181162,0.9708608
0.06872731,0.98051524
0.07420234,0.97810394
0.07490069,0.97809947
0.07712702,0.97701997
0.07120465,0.97726685
0.082111046,0.97235036
0.0763363,0.9764875
0.076393984,0.9760858
0.07734235,0.9784059
0.07254376,0.97855145
0.07056227,0.97879446
0.072760314,0.97838473
0.08027351,0.96938044
0.069522254,0.9801803
0.0683613,0.980345
0.072100736,0.97872365
0.071650974,0.9790338
0.07498983,0.97695255
0.074065864,0.9785163
0.07100126,0.97909015
0.0707921,0.9786798
0.07157139,0.97721076
0.07869869,0.9721823
0.075900294,0.97357345
0.06888795,0.9806234
0.07926052,0.974658
0.08298058,0.97032326
0.082603276,0.9717492
0.100553066,0.95598465
0.073645994,0.97851634
0.0750368,0.97694
0.07218993,0.9797247
0.07936574,0.97114265
0.08179161,0.9761872
0.077712916,0.9743147
0.07157929,0.9785733
0.07003907,0.97984153
0.0769211,0.9779034
0.08254297,0.9683874
0.07124293,0.9793123
0.08322706,0.972758
0.08192171,0.9723771
0.0718172,0.97539973
0.074625775,0.97401804
0.07637341,0.9765294
0.069536015,0.9798781
0.07351591,0.9781141
0.07626433,0.97146803
0.07801444,0.97515184
0.072994046,0.9787064
0.074547864,0.9734454
0.06848996,0.9806078
0.0716024,0.97839916
0.07298011,0.97723955
0.078581564,0.9776705
0.074058555,0.97837645
0.0812968,0.9668478
0.071189135,0.9793467
0.08196904,0.9710727
0.09344384,0.95836186
0.07907306,0.9740343
0.06880259,0.9803641
0.0743791,0.976016
0.07743332,0.9754915
0.07800354,0.97225386
0.07516935,0.9733717
0.08127521,0.97361517
0.074880116,0.97326505
0.08808001,0.9737905
0.06863441,0.979977
0.073960565,0.97571635
0.08110846,0.97382647
0.08280953,0.96584725
0.07345502,0.97718143
0.08118654,0.9722572
0.069060735,0.98047143
0.07456369,0.97734183
0.07283405,0.9751708
0.07287021,0.97817534
0.07012125,0.9790203
0.07506204,0.9735872
0.07213739,0.9791071
0.072672546,0.9755613
0.06975182,0.97953016
0.07156875,0.9796858
0.08520518,0.96318144
0.07096663,0.97918904
0.07303733,0.97633946
0.07122464,0.97862893
0.074856,0.97765034
0.07552688,0.97700834
0.071054064,0.9787281
0.07079311,0.9800701
0.084742,0.9756125
0.07537335,0.9756117
0.071901254,0.9754179
0.07802965,0.9746645
0.08414298,0.97262317
0.07663776,0.9748814
0.07575322,0.9722213
0.06988366,0.97958714
0.08066077,0.9685173
0.07206124,0.97875637
0.081463076,0.9709593
0.07314756,0.9784067
0.07116794,0.9768267
0.0735369,0.9790022
0.071516566,0.9795834
0.06928645,0.9803409
0.07298828,0.97796303
0.07929333,0.97638375
0.06895464,0.979822
0.07543761,0.977182
0.07137423,0.9789921
0.07559412,0.9745182
0.070265494,0.97895974
0.084040575,0.9747867
0.070774086,0.9783273
0.07593588,0.978832
0.078522354,0.9757023
0.06876222,0.979957
0.07597042,0.97496665
0.071807176,0.97900504
0.0723748,0.9790637
0.07222615,0.9775614
0.075970255,0.976952
0.07395204,0.9770195
0.069924876,0.9797009
0.07994993,0.97043127
0.073348835,0.974537
0.0773403,0.97680265
0.07361947,0.9771184
0.07736733,0.97499
0.07071966,0.979667
0.076835446,0.97817516
0.06958762,0.97985965
0.07471284,0.97555494
0.08089999,0.97020715
0.07671122,0.9773736
0.07074098,0.9794449
0.071987286,0.9787668
0.071368754,0.97879606
0.0705842,0.9796316
0.07563475,0.97447425
0.07268505,0.97802913
0.074907415,0.9779372
0.069441475,0.9799037
0.07369634,0.97620183
0.073151045,0.9782056
0.074980736,0.97764623
0.089351684,0.971368
0.07702772,0.9721311
0.07154586,0.9800521
0.08279173,0.96480715
0.07660483,0.97547084
0.07343924,0.9758317
0.07157766,0.9778687
0.068626404,0.98013777
0.070094906,0.9789863
0.07038144,0.97987556
0.07806932,0.9725554
0.072570845,0.97820866
0.089189194,0.9727912
0.06820608,0.9803671
0.074251674,0.97875506
0.08055122,0.97343105
0.07352178,0.9769851
0.07759481,0.97023207
0.07050799,0.9796146
0.07197669,0.9783835
0.0767571,0.97517306
0.078146964,0.9742017
0.0740532,0.9778404
0.07917533,0.97474617
0.07026088,0.97943723
0.07036559,0.9797703
0.07474779,0.9771945
0.07055269,0.9791227
0.074053325,0.9782579
0.0731337,0.9787927
0.07598547,0.9784181
0.06888639,0.9801159
0.06919168,0.9795715
0.07233321,0.9793261
0.071301594,0.9790405
0.07851422,0.9736716
0.07210723,0.978646
0.071069166,0.9792047
0.075611055,0.97777677
0.074870475,0.97669446
